"Sr","INDEX","DATE","..MAX","..MIN","AW","..R.F","SLP","MSP","DPT","RH","VP"
"12312",42920,2003-08-18,27.9,21.2,5,0.6,941.5,1002.85,21.45,83,255.5
"12313",42920,2003-08-19,27.9,21,5,2.9,939.35,1000.85,20.8,85,246
"12314",42920,2003-08-20,26.6,21.4,5,2.8,937.4,998.65,22.5,90,272.5
"12315",42920,2003-08-21,27.4,21.6,4,1.8,938,998.95,21.85,78.5,261.5
"12316",42920,2003-08-22,29,21.5,5,0,939.25,1000.4,22.15,83,267
"12317",42920,2003-08-23,29.6,22.6,5,0,938.55,999.9,22,90.5,264
"12318",42920,2003-08-24,24.3,20.6,6,9.8,936.85,998.3,21.25,90.5,252.5
"12319",42920,2003-08-25,25.7,21.4,6,8.3,938.4,999.7,20.95,81.5,248
"12320",42920,2003-08-26,27.3,21.5,7,3.4,939.3,1000.65,21.4,81.5,254.5
"12321",42920,2003-08-27,27.9,21.7,9,0.3,940.3,1001.6,20.1,76,235
"12322",42920,2003-08-28,28.4,21.6,8,1.8,940.75,1002.2,21.05,84,249
"12323",42920,2003-08-29,26.4,21,4,4.2,941.3,1002.9,21.6,90,257.5
"12324",42920,2003-08-30,26.2,21.4,4,1.5,941.4,1003,21.6,89,258
"12325",42920,2003-08-31,27.3,21,5,2.8,941.4,1003.1,21.45,91,256
"12326",42920,2003-09-01,26.4,20.2,3,2.1,941.35,1002.6,21.25,80,252.5
"12327",42920,2003-09-02,28.6,21,5,0.9,940.9,1002.45,20.55,83.5,242
"12328",42920,2003-09-03,26,20.8,5,2.9,940.65,1002.45,20.35,85.5,239
"12329",42920,2003-09-04,26.4,20.2,4,1.4,941.4,1003.1,21.45,90,255.5
"12330",42920,2003-09-05,27.3,19.8,4,3,940.4,1001.9,21.3,84,253
"12331",42920,2003-09-06,27.5,21,3,0.8,941.2,1002.85,21.4,64,254.5
"12332",42920,2003-09-07,27.5,21,4,3.2,942.5,1004.2,21.45,86,255
"12333",42920,2003-09-08,27.8,19.2,4,2,942.45,1003.95,20.9,82,247.5
"12334",42920,2003-09-09,28.4,20.1,5,0,942.05,1003.5,20.5,76.5,241.5
"12335",42920,2003-09-10,28,21.5,6,0,941.7,1003.15,20.75,81.5,245
"12336",42920,2003-09-11,28,20.4,6,5.6,942.15,1003.9,20.75,87,244.5
"12337",42920,2003-09-12,27.2,20.7,5,5.4,941.5,1002.95,21.2,83.5,252
"12338",42920,2003-09-13,28.4,20.2,4,0,941.9,1003.55,21.05,89,249.5
"12339",42920,2003-09-14,28.2,20,4,4.1,941.65,1003.2,21.2,86,251.5
"12340",42920,2003-09-15,28.2,19.6,3,6.4,941.4,1002.75,20.75,79.5,244.5
"12341",42920,2003-09-16,28.9,19,2,0.2,942,1003.25,21,77.5,248.5
"12342",42920,2003-09-17,29.3,19.1,3,0,942.45,1003.9,20.1,74.5,235.5
"12343",42920,2003-09-18,30,20.5,3,0,943.8,1005.15,20.5,73,241
"12344",42920,2003-09-19,29.4,20.7,3,0,944.2,1005.65,20.6,77.5,242
"12345",42920,2003-09-20,29.6,21,3,0,943.65,1005.05,20.85,78.5,246.5
"12346",42920,2003-09-21,30,20.8,4,0,943.85,1005.5,20.95,83,248
"12347",42920,2003-09-22,28.7,22,4,2,943.65,1005.4,21.5,87.5,256.5
"12348",42920,2003-09-23,27.1,21.5,4,0,942.65,1004.5,20.95,89,248
"12349",42920,2003-09-24,25.8,21.4,3,16.6,942,1003.65,21.15,86,251.5
"12350",42920,2003-09-25,26.5,21.9,3,0.2,942.35,1003.95,21.85,86,262.5
"12351",42920,2003-09-26,27.3,21.9,2,3.4,941.95,1003.45,22.55,91.5,273
"12352",42920,2003-09-27,29.4,20.8,1,50.8,940.6,1002.25,22.4,96,271
"12353",42920,2003-09-28,29.7,21.2,1,16.4,939.6,1000.85,22.4,88.5,271
"12354",42920,2003-09-29,28.1,21.8,2,4.9,941.1,1002.55,21.7,86,259.5
"12355",42920,2003-09-30,29.2,20.7,3,0,941.95,1003.75,21.8,94,261
"12356",42920,2003-10-01,31.4,21,1,29.8,942.25,1003.4,23.3,84,286
"12357",42920,2003-10-02,31.6,20.6,1,0.3,942.75,1003.65,20.6,67,244.5
"12358",42920,2003-10-03,32.3,19.4,1,0,943.7,1004.75,18.25,60,209.5
"12359",42920,2003-10-04,32.2,19,2,0,943.3,1004.45,17.75,61,204.5
"12360",42920,2003-10-05,31.4,16.2,2,0,942.15,1003.5,14.15,52.5,162.5
"12361",42920,2003-10-06,31.4,15,1,0,940.9,1001.9,18.55,61.5,215
"12362",42920,2003-10-07,32.7,20.9,1,0,945,1000.7,20.4,66.5,240
"12363",42920,2003-10-08,31.8,20.5,2,0,940.95,1001.8,20.45,67,240
"12364",42920,2003-10-09,32.2,21,2,0,942.6,1003.7,21.95,75.5,263.5
"12365",42920,2003-10-10,32.4,21.5,2,0,943.35,1004.55,20.8,72.5,245.5
"12366",42920,2003-10-11,32.6,20.9,2,0,943.7,1004.85,19.7,67.5,230.5
"12367",42920,2003-10-12,32.6,19.5,2,0,944.45,1005.55,18.85,63,218.5
"12368",42920,2003-10-13,33.4,20,1,0,946.1,1007.3,18.35,60.5,211.5
"12369",42920,2003-10-14,32.5,17.9,1,0,946.95,1008.15,14.05,51,165.5
"12370",42920,2003-10-15,33.8,17,2,0,946.3,1007.8,14.35,53.5,166
"12371",42920,2003-10-16,33,15,1,0,945.55,1006.8,14.15,47.5,162
"12372",42920,2003-10-17,32.8,15.2,1,0,944.9,1006.3,11.55,44.5,136.5
"12373",42920,2003-10-18,32.8,15.4,1,0,944.8,1006.2,15.45,57.5,177
"12374",42920,2003-10-19,33.6,16.9,1,0,945,1006.2,17.15,58.5,195.5
"12375",42920,2003-10-20,34.4,18.7,1,0,945.2,1006.2,17.1,55,195
"12376",42920,2003-10-21,33.9,16.5,1,0,944.8,1006,16.45,54.5,187
"12377",42920,2003-10-22,33.9,15.4,1,0,945.2,1006.45,14.95,52,169.5
"12378",42920,2003-10-23,33.4,14.4,1,0,945.2,1006.9,12.1,49.5,141.5
"12379",42920,2003-10-24,33,14,1,0,944,1005.5,14.65,55,166.5
"12380",42920,2003-10-25,33.3,13,1,0,944.45,1006.3,11.3,49.5,134.5
"12381",42920,2003-10-26,32.4,12.6,2,0,945.1,1006.65,10,43.5,124.5
"12382",42920,2003-10-27,32.3,12.7,1,0,946.05,1007.95,9.45,44.5,119.5
"12383",42920,2003-10-28,31.9,13,2,0,947.5,1009.35,13.5,51.5,154.5
"12384",42920,2003-10-29,31,17.4,2,0,947.8,1009.3,13.9,47.5,159
"12385",42920,2003-10-30,32.7,19,2,0,946.4,1007.9,19.75,70.5,230.5
"12386",42920,2003-10-31,32.5,20.1,2,57.7,945.6,1007.55,20.9,84.5,247.5
"12387",42920,2003-11-01,31.2,21.1,1,6.5,944.9,1006.1,21.6,75.5,258
"12388",42920,2003-11-02,31.7,20.1,1,0,946.85,1008.6,21.1,66,250
"12389",42920,2003-11-03,32.4,22,2,0.2,947.75,1008.8,19.85,62,231.5
"12390",42920,2003-11-04,33.3,19.7,1,0,947.4,1008.8,17.5,59,200
"12391",42920,2003-11-05,33,18.8,2,0,946.4,1007.8,17.55,61,200.5
"12392",42920,2003-11-06,31.9,17.4,1,0,946.05,1007.75,14.7,53.5,168.5
"12393",42920,2003-11-07,31.8,16,1,0,945.15,1006.9,13.7,53.5,157
"12394",42920,2003-11-08,32.2,15,1,0,945.6,1007.1,14.9,54.5,170
"12395",42920,2003-11-09,31.6,15.5,1,0,946.05,1007.65,13.55,50,155.5
"12396",42920,2003-11-10,32.2,15.8,2,0,947,1008.75,15.1,57,171.5
"12397",42920,2003-11-11,32.4,15.4,2,0,947.05,1008.7,14.45,52.5,165
"12398",42920,2003-11-12,31.9,14,2,0,947.55,1009.5,13.5,52.5,154.5
"12399",42920,2003-11-13,30.5,13.5,1,0,947.65,1009.85,13.15,53.5,151.5
"12400",42920,2003-11-14,30.1,12.8,1,0,949.1,1011.65,14.35,62.5,166.5
"12401",42920,2003-11-15,30.3,14,1,0,948.9,1011.05,16,62,184.5
"12402",42920,2003-11-16,31.3,16.2,1,0,946.8,1008.6,16.8,65.5,191.5
"12403",42920,2003-11-17,31.6,15.2,1,0,945.55,1007.4,17.05,69.5,194.5
"12404",42920,2003-11-18,32.2,17,1,0,945.65,1007.3,18.15,69,208
"12405",42920,2003-11-19,33.2,17.3,1,0,946.7,1008.5,18,67.5,206.5
"12406",42920,2003-11-20,32.6,16.2,1,0,947.3,1009.1,13.8,54.5,158
"12407",42920,2003-11-21,31,13,2,0,948.2,1010,14.9,57,170.5
"12408",42920,2003-11-22,33.3,14,1,0,948.7,1010.85,12.7,52.5,147.5
"12409",42920,2003-11-23,31.7,14.6,1,0,948,1010.1,14,59,160.5
"12410",42920,2003-11-24,31.8,15.2,1,0,949.3,1011.45,14.5,58,166
"12411",42920,2003-11-25,31.2,13.5,2,0,950,1012.2,13.95,58,159.5
"12412",42920,2003-11-26,30.5,13,2,0,947.55,1009.7,15.3,65,174.5
"12413",42920,2003-11-27,33,12.5,1,0,945.8,1007.65,14.45,59.5,164.5
"12414",42920,2003-11-28,32.5,14.2,1,0,945.2,1007.05,15.35,63.5,174.5
"12415",42920,2003-11-29,32.8,15,1,0,947,1008.9,16.5,63,187.5
"12416",42920,2003-11-30,33.4,16.4,1,0,947.8,1009.75,15.65,62.5,178
"12417",42920,2003-12-01,31.5,16.2,1,0,948.1,1009.95,15.5,59,176
"12418",42920,2003-12-02,31.7,15.6,1,0,947.6,1009.8,16.2,68,184
"12419",42920,2003-12-03,31.4,16,1,0,945.8,1007.7,15.65,65,178
"12420",42920,2003-12-04,30.8,14.8,1,0,946.2,1008.45,14.05,63.5,160.5
"12421",42920,2003-12-05,31.4,13.2,1,0,946.8,1008.1,11.2,39,133
"12422",42920,2003-12-06,29.9,11.5,1,0,948.95,1011.05,10.25,49,124.5
"12423",42920,2003-12-07,30.7,12,2,0,948.55,1010.7,11.35,51,134.5
"12424",42920,2003-12-08,30.8,11,1,0,948.35,1011.1,8.85,55.5,110
"12425",42920,2003-12-09,30.9,10.8,1,0,947.6,1010,11.15,52.5,132.5
"12426",42920,2003-12-10,31.5,11.3,1,0,947.15,1009.65,11.6,57,136.5
"12427",42920,2003-12-11,32,11.9,1,0,946.25,1008.2,14.45,59.5,168
"12428",42920,2003-12-12,32.7,13,1,0,946.65,1008.9,12.55,56,146
"12429",42920,2003-12-13,31.9,14.9,1,0,947.6,1009.75,12.9,55,149
"12430",42920,2003-12-14,31.4,12.8,1,0,947.35,1009.85,12.45,58,144
"12431",42920,2003-12-15,30.5,11.4,2,0,945.9,1008.45,10.65,57,128.5
"12432",42920,2003-12-16,30.4,11,1,0,945.1,1007.75,9.6,32.5,120.5
"12433",42920,2003-12-17,29,10,2,0,946.9,1009.8,10.85,61.5,130
"12434",42920,2003-12-18,29,10.4,1,0,947.85,1010.6,8.5,52.5,111.5
"12435",42920,2003-12-19,30.4,10,1,0,948.9,1011.8,10.55,56.5,127.5
"12436",42920,2003-12-20,29.6,10.7,1,0,950.1,1013.05,10.2,60,125
"12437",42920,2003-12-21,29.9,10.5,1,0,950.1,1013.05,9.75,53.5,120.5
"12438",42920,2003-12-22,29.6,10.4,1,0,949.4,1012.45,9.25,54.5,116.5
"12439",42920,2003-12-23,29,9.5,1,0,949.1,1012.1,8.45,52.5,110.5
"12440",42920,2003-12-24,28.7,9.2,1,0,949.2,1012.5,9.15,58.5,115.5
"12441",42920,2003-12-25,28.3,10,1,0,948.25,1011.2,10.25,60,125
"12442",42920,2003-12-26,29.6,12.4,1,0,946.2,1008.8,11.75,59,138.5
"12443",42920,2003-12-27,29,12.5,2,0,947.5,1010.25,8.85,54,115.5
"12444",42920,2003-12-28,27.3,5.4,2,0,950.1,1014.1,7.1,61,101
"12445",42920,2003-12-29,26.3,9.4,2,0,951.35,1014.9,10.45,60.5,129
"12446",42920,2003-12-30,28.2,11.2,2,0,950.75,1013.7,11.8,61,139.5
"12447",42920,2003-12-31,29.2,10.7,2,0,949.55,1012.4,9.7,55,120.5
"12448",42920,2004-01-01,30.4,11,1,0,948.5,1011.35,8.35,54,111
"12449",42920,2004-01-02,30,8.6,1,0,947.9,1011,6.7,50.5,98
"12450",42920,2004-01-03,30.5,9.4,1,0,947.6,1010.45,7.95,52,107
"12451",42920,2004-01-04,30.4,11.4,2,0,947.2,1010,10.25,58,124.5
"12452",42920,2004-01-05,30.5,11.8,2,0,947.4,1010.3,9.3,58,117.5
"12453",42920,2004-01-06,28.5,11.8,2,0,947.35,1010,8.75,55.5,114.5
"12454",42920,2004-01-07,29.1,13.1,2,0,948.55,1011.5,13.4,70,154
"12455",42920,2004-01-08,28,12.8,2,0,950.7,1013.7,12.7,66,147
"12456",42920,2004-01-09,28.2,11.6,2,0,950.9,1013.9,11.1,61.5,132
"12457",42920,2004-01-10,27.6,10.5,2,0,950.7,1013.8,9.5,55.5,118.5
"12458",42920,2004-01-11,27.4,10.3,2,0,949.4,1012.35,8.35,50.5,109.5
"12459",42920,2004-01-12,29.6,10,2,0,948.75,1011.85,8.3,55,109
"12460",42920,2004-01-13,29.8,9.6,2,0,946.75,1009.3,7.85,49.5,106
"12461",42920,2004-01-14,31.9,10.6,1,0,945.8,1008.05,5.05,38.5,87.5
"12462",42920,2004-01-15,32.3,10.3,1,0,946.5,1009.05,9.6,57,119.5
"12463",42920,2004-01-16,32.4,12,1,0,947.05,1009.4,8.55,52,111.5
"12464",42920,2004-01-17,33.2,12.8,1,0,945.55,1007.75,11.3,55,135
"12465",42920,2004-01-18,31.9,12.9,2,0,945.7,1008.1,8.75,54.5,116
"12466",42920,2004-01-19,30.7,10.9,2,0,944.55,1006.9,7.6,51.5,106
"12467",42920,2004-01-20,30.6,11.7,2,0,943.25,1005.6,9.15,52,116
"12468",42920,2004-01-21,32,13.4,3,0,943.25,1005.65,13.75,66.5,157.5
"12469",42920,2004-01-22,27.5,14.6,3,0,944.15,1006.8,13.05,66.5,150.5
"12470",42920,2004-01-23,26.6,10.4,3,0,944.85,1007.8,9.55,60.5,119.5
"12471",42920,2004-01-24,25.5,8.3,3,0,945.95,1009.25,7.95,61,107
"12472",42920,2004-01-25,26.3,9.7,2,0,945,1007.75,9.35,54,118
"12473",42920,2004-01-26,27.8,11.4,2,0,945.55,1008.25,6.2,48.5,98
"12474",42920,2004-01-27,28.6,10.6,2,0,945.5,1008.3,9.5,55,118.5
"12475",42920,2004-01-28,27.1,11.8,3,0,943.55,1005.8,9.4,48,120
"12476",42920,2004-01-29,30.3,12.2,3,0,943.35,1005.65,12.05,62,141
"12477",42920,2004-01-30,30.3,16,4,0,944.55,1006.75,14.6,67.5,166.5
"12478",42920,2004-01-31,28,12.8,4,0,944.75,1007.4,9.45,59,120.5
"12479",42920,2004-02-01,27.5,10,3,0,945,1008,7.2,53.5,102.5
"12480",42920,2004-02-02,27,11.2,2,0,946.2,1008.8,9.55,51.5,120
"12481",42920,2004-02-03,26.8,11.5,3,0,946.65,1009.1,9.45,47,122.5
"12482",42920,2004-02-04,30.3,14.2,2,0,945,1006.95,11.4,53.5,134.5
"12483",42920,2004-02-05,31.8,12,5,0,945.8,1008.4,0.35,36,67
"12484",42920,2004-02-06,29,8,2,0,947.7,1010.8,-0.8,32.5,55.5
"12485",42920,2004-02-07,28.6,8.2,2,0,949.8,1012.9,0.15,29.5,61.5
"12486",42920,2004-02-08,29.2,9,2,0,949.55,1012.55,1.9,33.5,70
"12487",42920,2004-02-09,31.2,10,2,0,947.3,1009.6,5.1,39,87.5
"12488",42920,2004-02-10,34.2,11,3,0,947.55,1009.85,8.5,44.5,111
"12489",42920,2004-02-11,31.5,12.5,2,0,948.1,1010.4,7.65,46,105.5
"12490",42920,2004-02-12,32.9,12.9,2,0,947.75,1009.8,9.05,48,116
"12491",42920,2004-02-13,33.4,13.5,3,0,947.25,1009.25,7.8,43.5,107.5
"12492",42920,2004-02-14,33.7,14.6,2,0,946.85,1008.65,8.75,40.5,113
"12493",42920,2004-02-15,32.8,15.5,2,0,946.55,1008.2,10.05,42,123
"12494",42920,2004-02-16,32.9,14.8,2,0,947.5,1009.35,10.15,46,124.5
"12495",42920,2004-02-17,33,14.7,2,0,945.75,1007.5,7.35,39.5,104
"12496",42920,2004-02-18,33.4,15.6,2,0,943.8,1004.95,10.4,45,126
"12497",42920,2004-02-19,34,13.3,3,0,944.35,1005.9,5.85,31.5,92.5
"12498",42920,2004-02-20,33.3,13.4,3,0,945.75,1007.3,11.8,51.5,139.5
"12499",42920,2004-02-21,34.4,14.6,2,0,947.4,1008.95,8.5,41,113
"12500",42920,2004-02-22,35.2,15,2,0,946.6,1007.45,8.15,38,109
"12501",42920,2004-02-23,35,14.5,2,0,945.65,1007,6.45,33.5,97.5
"12502",42920,2004-02-24,35.4,14.2,3,0,947.05,1008.3,8.1,36.5,110.5
"12503",42920,2004-02-25,36.6,14.5,3,0,946.8,1008,7.75,36,106
"12504",42920,2004-02-26,37.1,15.8,2,0,945.15,1006.4,6.75,33,99.5
"12505",42920,2004-02-27,35.4,16.4,2,0,944.35,1005.6,8.7,35.5,113
"12506",42920,2004-02-28,35.7,16.3,3,0,944.6,1005.9,8.75,36,113
"12507",42920,2004-02-29,34.8,15.7,3,0,945.3,1006.6,9.05,39,116.5
"12508",42920,2004-03-01,34.6,16.4,2,0,944.9,1006,8.2,34.5,109
"12509",42920,2004-03-02,36.2,15.8,2,0,944.35,1005.35,6.65,30,98.5
"12510",42920,2004-03-03,36.9,15.9,3,0,944.2,1005.1,8.15,34,109.5
"12511",42920,2004-03-04,37.2,17,2,0,944.75,1005.75,7.9,32,106.5
"12512",42920,2004-03-05,36.6,18.4,2,0,944.2,1005.05,7.7,30.5,105.5
"12513",42920,2004-03-06,37.4,18.4,3,0,945.6,1006.6,4.75,30,93.5
"12514",42920,2004-03-07,35.5,13.9,2,0,946,1007.1,3.55,28.5,82.5
"12515",42920,2004-03-08,37.2,13.2,2,0,947.3,1008.55,0.7,25.5,68.5
"12516",42920,2004-03-09,36.2,14.4,3,0,947.3,1008.15,1.4,17,69
"12517",42920,2004-03-10,36.4,14.8,2,0,944.7,1005.6,4.05,25.5,82.5
"12518",42920,2004-03-11,36.8,15.5,2,0,944.85,1005.6,2.8,22.5,75.5
"12519",42920,2004-03-12,37,16,3,0,945.8,1006.35,4.8,22,86
"12520",42920,2004-03-13,37.8,16,2,0,947.05,1007.8,3.05,22.5,77.5
"12521",42920,2004-03-14,38.3,17.5,2,0,947,1007.65,5.7,28.5,96.5
"12522",42920,2004-03-15,39.1,16.9,2,0,945.8,1006.25,6.15,25,96.5
"12523",42920,2004-03-16,39.9,16,2,0,944.7,1005.05,4.35,25.5,88
"12524",42920,2004-03-17,39.1,17.5,2,0,944.35,1004.6,6.1,25.5,95.5
"12525",42920,2004-03-18,40.1,19.8,2,0,944.95,1005.05,6.4,24.5,100
"12526",42920,2004-03-19,40.4,20,2,0,944.2,1004.15,7.05,23.5,102
"12527",42920,2004-03-20,40.2,18.5,3,0,941.95,1001.85,4.55,20,85
"12528",42920,2004-03-21,39.6,17.5,3,0,942.2,1002.45,6.65,23.5,97.5
"12529",42920,2004-03-22,39.2,17.5,4,0,943.15,1003.35,6.5,25,99.5
"12530",42920,2004-03-23,39.2,18.5,4,0,943.1,1003.05,9.35,27,118.5
"12531",42920,2004-03-24,38.4,18.7,4,0,943,1003.5,8.3,29.5,112
"12532",42920,2004-03-25,37.3,19,4,0,942.25,1003,9.1,36,123.5
"12533",42920,2004-03-26,35.4,16.9,5,0,943.3,1004.2,8.2,33,111.5
"12534",42920,2004-03-27,35,17.4,4,0,944.9,1005.45,7.9,27.5,106.5
"12535",42920,2004-03-28,37.5,20.7,3,0,944.15,1004.3,9.4,27,118
"12536",42920,2004-03-29,38.8,20,4,0,943.95,1004.4,7.15,24.5,101.5
"12537",42920,2004-03-30,38,19.5,4,0,943.7,1004.15,9.8,29,121.5
"12538",42920,2004-03-31,37.3,19.2,5,0,944.2,1004.75,11.55,36.5,137.5
"12539",42920,2004-04-01,37,19.7,5,0,945.6,1006.55,9.35,32.5,118
"12540",42920,2004-04-02,36.9,18.8,4,0,945.95,1006.6,12.2,37.5,143
"12541",42920,2004-04-03,36.9,19.8,4,0,945.55,1006,11.1,32,133
"12542",42920,2004-04-04,37.3,20.6,3,0,945.2,1005.4,9.9,29.5,124.5
"12543",42920,2004-04-05,37.6,22.5,3,0,944.35,1004.6,14.85,40,170
"12544",42920,2004-04-06,37,19,4,0,943.55,1003.75,8,26.5,108.5
"12545",42920,2004-04-07,37.5,19,5,0,944.6,1005.1,7.5,25.5,103.5
"12546",42920,2004-04-08,35.9,18,6,0,943.95,1004.5,13.5,41,156
"12547",42920,2004-04-09,35.6,19.5,7,0,942.35,1002.8,15.75,48.5,181.5
"12548",42920,2004-04-10,36.5,17.5,5,0,942.9,1003.3,8.9,29,114
"12549",42920,2004-04-11,37.9,18.5,5,0,944.1,1004.45,10.2,29,125
"12550",42920,2004-04-12,38.9,20.7,5,0,943.1,1003,8.8,23,114
"12551",42920,2004-04-13,39.2,20.5,5,0,941.7,1001.6,8,24.5,108.5
"12552",42920,2004-04-14,38.8,22.2,6,0,941.95,1002.2,11.1,37,142.5
"12553",42920,2004-04-15,37.9,20.5,6,0,942.45,1002.65,14.15,41,167.5
"12554",42920,2004-04-16,37.2,18.3,6,0,942.8,1003,12.75,37.5,150.5
"12555",42920,2004-04-17,37,20.7,6,0,942.05,1002.25,11.15,33,135
"12556",42920,2004-04-18,36.3,20.8,7,0,941.85,1002.4,12.7,42,153.5
"12557",42920,2004-04-19,35.1,18.7,7,0,942.5,1003,13.55,43,160.5
"12558",42920,2004-04-20,35.7,20.4,5,0,944.25,1004.2,12.65,31.5,147
"12559",42920,2004-04-21,38.2,21.5,5,0,943.5,1003.3,11.6,28.5,137.5
"12560",42920,2004-04-22,38.4,21.6,6,0,940.8,1000.65,10.9,29,133.5
"12561",42920,2004-04-23,37.9,22.4,6,0,941.35,1001.3,13.45,36.5,158
"12562",42920,2004-04-24,37.4,23.1,5,0,940.9,1000.75,15.15,40.5,175
"12563",42920,2004-04-25,39.1,21.6,5,0,941.05,1000.65,9.8,23.5,121.5
"12564",42920,2004-04-26,38.5,22.4,4,0,941.9,1001.6,11.45,26,136.5
"12565",42920,2004-04-27,40.1,23,5,0,942.65,1002.35,14.2,32.5,163
"12566",42920,2004-04-28,39.7,21.5,7,0,941.4,1001.45,11.35,31,134.5
"12567",42920,2004-04-29,38,21.6,6,0,940.2,1000.15,16.95,48.5,196.5
"12568",42920,2004-04-30,38.9,21.6,5,0,940.8,1000.8,13.8,35.5,158
"12569",42920,2004-05-01,37.2,21,6,0,941.25,1001.5,15.05,47.5,181.5
"12570",42920,2004-05-02,38.1,19.9,4,0,940.6,1000.15,6.4,20,96
"12571",42920,2004-05-03,40,22,3,0,940,999.3,5.55,17.5,91
"12572",42920,2004-05-04,41.4,25.4,3,0,939.55,999.3,12.8,30,148
"12573",42920,2004-05-05,41,24.5,4,0,939.15,998.45,13.9,34,166
"12574",42920,2004-05-06,39.9,26.4,3,0,938.45,997.65,13.6,29,157.5
"12575",42920,2004-05-07,40.5,28,5,0,938.5,998.55,20.9,58.5,247
"12576",42920,2004-05-08,38.3,23,4,18.5,938.4,998.55,21.05,63,250
"12577",42920,2004-05-09,35,23.5,4,0.2,938.95,999.8,22.3,78.5,270
"12578",42920,2004-05-10,36.2,20.9,3,18.3,939.95,1000.4,23.9,75.5,297
"12579",42920,2004-05-11,33.5,24,5,1,940.6,1001.05,21.5,64.5,256.5
"12580",42920,2004-05-12,35,23.6,9,0,939.7,1000.05,18.4,53.5,211
"12581",42920,2004-05-13,35,23,8,0,939.2,999.4,18.7,52.5,216
"12582",42920,2004-05-14,34.5,22.6,8,0,939.9,1000.05,20.85,59.5,246.5
"12583",42920,2004-05-15,34.5,23.5,8,0,939.45,999.7,21.7,64,262
"12584",42920,2004-05-16,34.4,23,6,0,939.45,999.5,22.65,64.5,276.5
"12585",42920,2004-05-17,35.4,24.5,7,0,940.5,1001.15,19.8,62,230.5
"12586",42920,2004-05-18,35.4,24.7,8,1.5,940.1,1000.05,21.2,64.5,252.5
"12587",42920,2004-05-19,33.3,24.2,11,0,938.45,998.75,20.15,60,236.5
"12588",42920,2004-05-20,34,23.4,12,0,939.5,999.9,18.85,57,218.5
"12589",42920,2004-05-21,34,23.5,13,0,939.8,1000.05,18.35,52,211.5
"12590",42920,2004-05-22,35.2,23.9,12,0,939.1,999.3,15.85,47.5,185
"12591",42920,2004-05-23,35.5,23.7,13,0,939.35,999.55,18.5,53,213.5
"12592",42920,2004-05-24,35.5,23.6,11,0,941.4,1001.7,17.85,50,205
"12593",42920,2004-05-25,36,21.6,7,0,942,1002.3,19.1,53,221
"12594",42920,2004-05-26,36.2,22.3,8,0,942.25,1002.45,17.65,50,204
"12595",42920,2004-05-27,37,22.2,8,0,942.95,1003.35,17.9,52.5,206.5
"12596",42920,2004-05-28,36.3,23,8,0,943.65,1004,21.15,59.5,251
"12597",42920,2004-05-29,37.4,22.9,7,0,942.3,1003.1,18.4,59,212.5
"12598",42920,2004-05-30,38.2,23.7,6,2.4,941.3,1001.2,16.4,42,188.5
"12599",42920,2004-05-31,37.6,25,9,0,941.6,1002.05,20.1,55.5,236
"12600",42920,2004-06-01,36.7,25.2,8,0,942.5,1002.7,20.25,57,238
"12601",42920,2004-06-02,36.4,24.7,8,0,942.95,1003.25,19.1,53.5,223
"12602",42920,2004-06-03,33.9,25,8,0,941.7,1001.8,18.95,52,220.5
"12603",42920,2004-06-04,37,24.5,9,0,940.3,1000.35,20.85,58,246.5
"12604",42920,2004-06-05,35.7,24.2,9,0,940.55,1000.4,21.5,58.5,257
"12605",42920,2004-06-06,36.7,23.9,8,0,940.75,1002.05,21.9,84.5,262.5
"12606",42920,2004-06-07,36.9,21.3,6,45.4,939.4,1000.5,21.1,76.5,250.5
"12607",42920,2004-06-08,33.4,23.9,4,0,938.85,999.55,21.5,70.5,257
"12608",42920,2004-06-09,34,22.9,4,0.8,937.4,997.65,21.35,64,255
"12609",42920,2004-06-10,34.1,23.2,3,0,936.7,997.25,23.2,80,284.5
"12610",42920,2004-06-11,29.9,22.2,3,24.1,936.5,997.4,22.7,82.5,276
"12611",42920,2004-06-12,31.2,23.5,6,0,937.1,997.6,22.05,73.5,265
"12612",42920,2004-06-13,32.3,23.2,9,2,935.55,996.5,21.95,77,263.5
"12613",42920,2004-06-14,29.4,23,8,0,933.75,994.5,21,75.5,248.5
"12614",42920,2004-06-15,31.2,22.6,4,4,931.55,992.4,22.4,88.5,270.5
"12615",42920,2004-06-16,25,22.3,8,51.7,933.8,994.9,21.95,90.5,263.5
"12616",42920,2004-06-17,24.9,22.3,12,13.1,932.35,993.1,21.9,84,262.5
"12617",42920,2004-06-18,25.8,19.5,8,31.5,937.45,999.15,20.95,95,248
"12618",42920,2004-06-19,24.6,18.7,14,8.9,937.95,998.95,21.35,78,254
"12619",42920,2004-06-20,29,23.5,15,0,939.4,1000.3,21.3,74,253.5
"12620",42920,2004-06-21,29.2,23.4,14,0,941.4,1002.5,20.2,70.5,236.5
"12621",42920,2004-06-22,29.3,23,13,0,942.9,1004,20.5,69.5,241.5
"12622",42920,2004-06-23,29.9,23,13,0,941.2,1002.25,20.15,68.5,236
"12623",42920,2004-06-24,30.2,23.2,14,0,941.2,1002.3,20.6,70.5,242.5
"12624",42920,2004-06-25,29.8,23,13,0,942,1003.1,21,72.5,249
"12625",42920,2004-06-26,30.3,23.1,9,0.3,941,1002.15,21.45,77,255
"12626",42920,2004-06-27,29.4,23.2,8,0,940.85,1001.7,22.45,76,272
